typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d
ETALAGE,122 AVENUE DE VILLIERS,75017,FLASH ARGANIER,,84505718100016,4.0,2.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ-3PK6tOu8s79aoJCOgeqEkWFyuNMZUB6js4CnYP0H9&p=chMOZL_3S4WuYK8yH1r1QrUjPufOT3BYr2TcgI7C9yNzaOf-CDm_e-C-U4a5Zp3CKe-E9ejw6gs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2953842218516862, 48.885305267601225], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2953842218516862, 'lat': 48.885305267601225}"
ETALAGE,130 BOULEVARD DU MONTPARNASSE,75014,FRUITS ET LEGUMES DE PARNASSE,,84530054000018,6.3,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRZwzRm0t5Y1q31ZKqTOzBofrsLDTFpO0iyOnlkIZqm_OCZNYD8ha6g%3d&p=chMOZL_3S4Vua2oR-tZbRxySplwUBX7mhj5ZoytliKdIzsHII2Uo4XpBMPg-NVsrpkwQrV_ZKoQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3318667836675684, 48.8410654746467], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3318667836675684, 'lat': 48.8410654746467}"
CONTRE-ÉTALAGE,24 RUE DE LEVIS,75008,MK LEVIS,,84789244500010,8.2,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ-3PK6tOu8s-YYGit0wUyO7feG6xLQyQY1yp6_GOxjnkyTHpR9-ArQ%3d&p=chMOZL_3S4WuYK8yH1r1QrKF5EQSrbbva03u1EszS_lPwYT93z6LtcD45unw5W_VAAWV05yClc4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.31519423457659, 48.88252148071924], 'type': 'Point'}, 'properties': {}}","{'lon': 2.31519423457659, 'lat': 48.88252148071924}"
TERRASSE OUVERTE,114 AVENUE DE FLANDRE,75019,NYL,,84861164600011,7.3,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSVQ7gR5Mkz-Q9LJFLi9ReKPtuep_GfQepmTF_PBwGU9tiYfC4WKhgo%3d&p=chMOZL_3S4WuYK8yH1r1QvuD2PBHk3zAjIuNzxBo4kgPsT5gNpCSIT_fpfNRpGVABU01nbRt8wc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.378804481671068, 48.891956290911104], 'type': 'Point'}, 'properties': {}}","{'lon': 2.378804481671068, 'lat': 48.891956290911104}"
TERRASSE OUVERTE,21 RUE DE L OUEST,75014,LA BONNE PAUSE,,84867685400013,3.25,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRZwzRm0t5Y1jkVC5jwY4FQ06yXG3_RfyGRt5Wy3ok5MNwZSCxPob4E%3d&p=chMOZL_3S4Vua2oR-tZbR5tDAtEXgp8aKLgZYy57wlc-lPvsiN7drD8RFGj1TSjgCTIHiTc_6SI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.321536326836438, 48.83706290688709], 'type': 'Point'}, 'properties': {}}","{'lon': 2.321536326836438, 'lat': 48.83706290688709}"
TERRASSE OUVERTE,17 RUE FALGUIERE,75015,WANG THAI DELICE,,84890401700029,2.9,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSVQ7gR5Mkz-sHqwyQfH_NFTPdLvlvf7gKsQ2YX3U67_nCP6lzhsfqE%3d&p=chMOZL_3S4WuYK8yH1r1QnAKKFJ3qCk1NTI2vhJI5xIVXm8JQ_crumvbQnOHJNGxL2k5I2IVuRY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3169700684248395, 48.84338743549638], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3169700684248395, 'lat': 48.84338743549638}"
TERRASSE OUVERTE,27 RUE BOINOD,75018,IVOIRE-RESTOS,,84959970900052,3.8,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSVQ7gR5Mkz-jSIGVZ9_u00tn_X56C3zk_ZhtCnCMhqzc1VD5kqmwBQ%3d&p=chMOZL_3S4WuYK8yH1r1QtWWcoiY-Fm_TgeohfR95FMXhTNKSySjA8fteDFSIgCS4gU2trkGDh4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.351071740040954, 48.8937203500554], 'type': 'Point'}, 'properties': {}}","{'lon': 2.351071740040954, 'lat': 48.8937203500554}"
TERRASSE OUVERTE,207 RUE RAYMOND LOSSERAND,75014,SANG HAIZHEN Née ZHANG,,84981874500010,15.0,1.05,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYHFdXrWEhn9oDstCuOmKPS5qgFG6ARuMoXgaf5gmiNMBKTUUzCun6g%3d&p=chMOZL_3S4XGJQayF6V1YGgkXf6NJAIYF5e1Fhb-TFQK4tJTKGfjv96H4uzLB3-bCCX5rTLWjBo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.307231987113352, 48.82849417213883], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307231987113352, 'lat': 48.82849417213883}"
ETALAGE,105 RUE MOUFFETARD,75005,FROMAGERIE ROLAND ROUSSELET AFFINEUR,,85049305700010,4.0,2.35,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYHFdXrWEhn9ITspM0AHZGRj_79Zox7KF76qNcpHJF-hi_Azr88_4IM%3d&p=chMOZL_3S4XGJQayF6V1YBwuONqHyA1O2tuSHNkgk2jSXPy0HVmDTvXPYuvtbwdhWzkgEZQN0Ww%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3497080260715757, 48.84084140963342], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3497080260715757, 'lat': 48.84084140963342}"
ETALAGE,7 RUE JUGE,75015,POISSONNERIE LOURMEL,,85147374400015,0.8,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTrydvs5OIvjrd3b40O8VXXF-W6SW-8327T6vHeBn16oQSIZb9aJmVA%3d&p=chMOZL_3S4Vua2oR-tZbR-Y0vVGJMAG7L-homlFGuqOZJtHvzTK03NVadxSwI0amIuHZtmN8C24%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2921423236002556, 48.850204583215465], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2921423236002556, 'lat': 48.850204583215465}"
ETALAGE,82 RUE BEAUBOURG,75003,MIYAM,,85162294400029,1.29,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTrydvs5OIvj8yUKJkQBUYPF5ZU97hIHfEeZkAJyD3ZE6_Dp5iDx1TA%3d&p=chMOZL_3S4Vua2oR-tZbRxhFmI_BVQbpnAjpiFuxezZATs4xgxPO6Ju6m-yCBIKHseS0nUDvapo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3553069254850274, 48.86431842350015], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3553069254850274, 'lat': 48.86431842350015}"
TERRASSE FERMÉE,2 AVENUE DU MAINE,75015,SAS VEL,,85253673900018,9.1,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgcIAe-sDuAk1OblcwXLvNFmDFRbmX93DqBzACpXGFqxL-VH53EGYkMo%3d&p=chMOZL_3S4XGJQayF6V1YFlmdZyh05nZZrOcJ9gatYVHhnnRAwLzRePpzavkWQeaGYf3lShSZ_Q%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.319751188584463, 48.84481864863934], 'type': 'Point'}, 'properties': {}}","{'lon': 2.319751188584463, 'lat': 48.84481864863934}"
TERRASSE OUVERTE,69 AVENUE KLEBER,75116,MARLON,,85257543000024,4.81,1.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTrydvs5OIvjrexZ4IfwUGpGng1FPdG-7tRZ4XOmL8_IUERNUgICVn4%3d&p=chMOZL_3S4Vua2oR-tZbRyVbh4zayYiCGr6A-UZaOk1aIsq6l_2LI7L2m9vC-VhijYe6Jf531yM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2896185558363285, 48.86594885795074], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2896185558363285, 'lat': 48.86594885795074}"
TERRASSE OUVERTE,22 AVENUE PIERRE MENDES FRANCE,75008,ALLEGRIA TOUR EUROPE,,85320254700032,20.23,2.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgcIAe-sDuAk1iI6JIlLkLnlNTqZrAWaxmEY5ZbEhepEsE3XAfncLixM%3d&p=chMOZL_3S4XGJQayF6V1YI2-EMLQW_gsEeukwCPT9V6iGxflsXnZ4X8t4U1wBDV90ttpCEOQ1MM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.370611235589878, 48.838143729147404], 'type': 'Point'}, 'properties': {}}","{'lon': 2.370611235589878, 'lat': 48.838143729147404}"
TERRASSE OUVERTE,119 RUE MONGE,75005,SMOKE,,87786254000037,2.7,1.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSVQ7gR5Mkz-gnV-U_Qn2szFRyC5lMwDQlgTIwTSthN2RkkOVRolBFQ%3d&p=chMOZL_3S4WuYK8yH1r1QsoxGHtVrjuNHnw2YRdvYIcrtFNkxz2YMX-brBfnrzL5USdtOvfQdeA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3509844187257785, 48.83891787205302], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3509844187257785, 'lat': 48.83891787205302}"
ETALAGE,59 RUE RAYMOND LOSSERAND,75014,PRIMEUR ROYAL,,87814886500016,3.65,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgcIAe-sDuAk1JfZOUM-qEgxHLRPVohVNrfFLam26amtZJhEkVbg3e5k%3d&p=chMOZL_3S4XGJQayF6V1YPLPc2c8mpVzkr2AP5nQJf6SZ6J_UxfS4YzC2GdFEU6J9fOtLgHz7ig%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.319324276984843, 48.83452385315745], 'type': 'Point'}, 'properties': {}}","{'lon': 2.319324276984843, 'lat': 48.83452385315745}"
ETALAGE,4 RUE DESAIX,75015,POISSONNERIE LE NARVAL,,87942894400018,3.0,0.56,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSVQ7gR5Mkz-WKRxyB2pqkKdV5h7O5WuYKo8BWtR17lL88TvQmTwl-E%3d&p=chMOZL_3S4WuYK8yH1r1Qve4tXPx7P0OOYJvNGY4bZijM6lXOcvXDxMfAUjt4sLRJL9ITCK07nM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2950375771470983, 48.85453941547237], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2950375771470983, 'lat': 48.85453941547237}"
TERRASSE OUVERTE,30 RUE D'ALESIA,75014,ACADEMIE DU PAIN,,80911549600022,4.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmga--DOL0GDDSRTf-XCN99Z5i-wrxVevTDcKL9P0Ea0Ny&p=chMOZL_3S4WBRSVjzjYbufzdeiAkze8qq1l9j6k6HlX0lau8L62V1CrBewiu9ho-RojgLkbu9Nc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3304146946802446, 48.82791094089982], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3304146946802446, 'lat': 48.82791094089982}"
TERRASSE OUVERTE,4 RUE DE BERCY,75012,LE 12ÉME,,88293677600013,4.75,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwm-nyq7Oq2sP2vgubuLh71A8UPdzz2GZMz&p=chMOZL_3S4WKDQ2J-0IW80PxzuYWWTd3o-2y4SMTECEWnCcflBwfvAgMa56mRgr_Vg0bDFTgvAg%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.385732685203733, 48.83599105164097], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385732685203733, 'lat': 48.83599105164097}"
ETALAGE,62 RUE DE VAUGIRARD,75006,LE PONT TRAVERSÉ,,89165235600017,1.2,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWiT-93SdZClcOTCdV9Ok9slA33Pkfc0BQ6gI-YORSDoOWV7-0fUCUM%3d&p=chMOZL_3S4Vd7FEjAQ0taBw3qIt4w7HYFfJqoD6qmsfswBy4SRLFsqKgFC5E-W4hnPf7dkhJy0w%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.331785624762398, 48.84851244737703], 'type': 'Point'}, 'properties': {}}","{'lon': 2.331785624762398, 'lat': 48.84851244737703}"
TERRASSE OUVERTE,96 BOULEVARD DE SEBASTOPOL,75003,SANTA LYNA,,90506585000018,5.41,2.05,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSSJdkLfUHlS_Ai1u4SnAlQb-w5YfL_NWgBHMOOeovCt-AagcFhWgto%3d&p=chMOZL_3S4XCLyMR07QRAAFTNR63pZSbpjkNqwLakhcuuICsX4uLGF93eC_JZ6tqqhz5_OEiTAM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.353008094125021, 48.86666970516871], 'type': 'Point'}, 'properties': {}}","{'lon': 2.353008094125021, 'lat': 48.86666970516871}"
COMMERCE ACCESSOIRE,58 BOULEVARD SAINT MICHEL,75006,CHOUPINET,,84490570300014,1.1,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgevuRxZsN1AkIxqUhJbXOPADlkoVEjOAp739plg0uBTAN-vup0HP9Yk%3d&p=chMOZL_3S4WzSj2VHhwG-3PD-T1LgjhGVAs9aY1RW4iK14YXJZTDqpj_AN4L0pzKqYqbkfSr0Yc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.34085654500823, 48.84770963439267], 'type': 'Point'}, 'properties': {}}","{'lon': 2.34085654500823, 'lat': 48.84770963439267}"
TERRASSE OUVERTE,108 AVENUE MOZART,75016,BAR TABAC LE MOZART,,49099565100018,0.9,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXYA2mumeW9geABShtrZi6UdX9MckAUUuFwcptXOQCaSWuWY8-VLb94%3d&p=chMOZL_3S4WzSj2VHhwG-yFoH9gM-Nf6Z0R1ciFWWtTDVsU2WxuYPXIfBSEHzcdnViZefD2N8oU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2670524014131446, 48.850724505073615], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2670524014131446, 'lat': 48.850724505073615}"
TERRASSE OUVERTE,11 RUE BROCHANT,75017,GASTON,,45349712500014,3.15,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgam4cuvTMb3uY2YgC2x7bNW0Xit__zhvkuVt8BpT72y0kGpyOr1lCxU%3d&p=chMOZL_3S4WzSj2VHhwG-y5acOnVjayVpBipYNDdyoMZRtEVIAUgVWcKWFV56ROHok5zn2koRdo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.317234513744248, 48.888525186886646], 'type': 'Point'}, 'properties': {}}","{'lon': 2.317234513744248, 'lat': 48.888525186886646}"
TERRASSE OUVERTE,11 RUE DES PETITES ECURIES,75010,JAH JAH,,80163660600031,5.0,0.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbeUne5UuPDlyFCujItz_cBCoiLYgWHI4dyFCbhA2EKSLbLghlCiJYo%3d&p=chMOZL_3S4WKDQ2J-0IW87sZUnzTKOEAmbz8JSCp5azZBRY8DwCjDXGfgxsKn5WD9FhxvUo6Ho4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3531527166830175, 48.87316719414363], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3531527166830175, 'lat': 48.87316719414363}"
TERRASSE OUVERTE,49 AVENUE DU GENERAL LECLERC,75014,LES JARDINS CONTINI,,33131074800016,7.5,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmge3IQBEFrHb_5Y5hnUO9Kf4cYcDi4DNp45DIRX9qIbUmQv4ZUfaT1vg%3d&p=chMOZL_3S4Vd7FEjAQ0taEZPFW4AlWktTzyBTr1D-hHuqoC3ytjazdqpaLEZj239txALz6yzVvI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3288021785225865, 48.829821146209305], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3288021785225865, 'lat': 48.829821146209305}"
TERRASSE OUVERTE,1 RUE DE LA ROQUETTE,75011,CAFE LE BASTILLE,,39193660600022,9.0,0.95,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgfSCjFuIOBGXJQfq1Ka2x5ithEoM54afpTGuTRNwava9D2M-v0tp0lk%3d&p=chMOZL_3S4WzSj2VHhwG-5Xsv8ca8fuQcDKtzxXI9j4NqfuwjYF3-pM4kStT_NJDM-elkVOdHlE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3706293284596742, 48.85372176771628], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3706293284596742, 'lat': 48.85372176771628}"
TERRASSE OUVERTE,95 RUE BEAUBOURG,75003,HAPPY NOUILLES,,50949035500013,4.8,1.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTqTB3mGe1va2IplvE6_oaD8BvwpSPglbc6kpOfryr2Ie6Bc8LJjegQ%3d&p=chMOZL_3S4U6_ClyaDcu1faMsHW46OiusFYkrY7WU_X_vbATvrlrCa-hAf87bzo-xxWPkfoV6Fw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3551187772129603, 48.86451062052536], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3551187772129603, 'lat': 48.86451062052536}"
TERRASSE OUVERTE,153 RUE DE GRENELLE,75007,HA'PENNY BRIDGE PUB,,81268184900012,4.6,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRthbJfPgnh6XxnDKlEVsPHhR_sN0YAfxlFjgDyDGk9-hE6Uk1p2TF0%3d&p=chMOZL_3S4WzSj2VHhwG-2ddmTzFaiBgC3N5pgi-4tOZjxIxZujtUSJKzALULB4PDQeOpiUC82s%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.307102763531007, 48.857845049047675], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307102763531007, 'lat': 48.857845049047675}"
TERRASSE OUVERTE,29 RUE DE BELLEVILLE,75019,LA MÔME,,92769810000017,10.9,2.34,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSB9Hva5KZS7AQ37_c6AJ3Y3_B43VyIqFUuPSoGzw4d5XLISRRSFuP0%3d&p=chMOZL_3S4Vbt23cdWa_yvYDDFvn1BIEtdq50y5fFgm7_RVngte3pu475IMj8vJcZiPRjPCs83Q%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.379439562540535, 48.872900239757456], 'type': 'Point'}, 'properties': {}}","{'lon': 2.379439562540535, 'lat': 48.872900239757456}"
TERRASSE FERMÉE,30 AVENUE DE VERSAILLES,75016,LE JARDIN / LE FIRENZE,,32212075900020,7.6,2.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXZ_KiXLZq8faSAnnnZLBogE6e8b3_cwQErV9WutrMgG&p=chMOZL_3S4Vd7FEjAQ0taF-ukwEZRdUHVymw_Rxwlkla1Z8BQp3x7lfd_T8CHEWZvgKBzVljjgA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2761401369452434, 48.850022385622], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2761401369452434, 'lat': 48.850022385622}"
TERRASSE OUVERTE,30 RUE NOTRE DAME DE NAZARETH,75003,ELMER,,81222788200014,2.85,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQ1KMWvBK1amlMQYYDbb1-jBYUVNuXxWsosrZwpWkdKv0lUCe9e1rX4%3d&p=chMOZL_3S4WBRSVjzjYbuc2-NU8xVAWLjP2tsBNalIA9275bwXSckuf3jzSbnO6ScpMirQAtZ_Y%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.359571114928749, 48.867315226560855], 'type': 'Point'}, 'properties': {}}","{'lon': 2.359571114928749, 'lat': 48.867315226560855}"
TERRASSE FERMÉE,146 AVENUE JEAN JAURES,75019,LE CONCORDE,,82092225000015,8.9,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYziap5gctEjLklsDp4gbgynS-8DKGOu6XShcY1GRixvMVSf4Gx9Xlc%3d&p=chMOZL_3S4UGFsyyUE04CpwvOo-3Aqta6vUWd1WLzw1DjZFbdtxcAono60WPq7sbmfRQ0QDDj8w%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3869912095254686, 48.88703340073837], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3869912095254686, 'lat': 48.88703340073837}"
TERRASSE OUVERTE,70 AVENUE DE VILLIERS,75017,DORON,,84079480400020,5.5,2.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVoYlDdfiFDgKalihw8zXibB192VkTReY0RHBjjNrreSQgiqz-mCYHs%3d&p=chMOZL_3S4U6_ClyaDcu1b3jbxFsYJxSpJgJKSRIsgGx0UPJMTEJR1jd2OWyU3JfwZkT_rq1l3E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3053147826636806, 48.883832052569524], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3053147826636806, 'lat': 48.883832052569524}"
TERRASSE OUVERTE,4 RUE GABRIEL LAME,75012,FRESH'HEURE,,82156811000026,6.15,4.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWzPlOr0KxdgP1PaQeMVtYoBvfW3G6bSP1avqKI6RZWJg8EXitejauw%3d&p=chMOZL_3S4WBRSVjzjYbuRPmZUxzqeunq3QGRXuOZcF8D6LKdyFA0xrOD1K64EnwHZoPBGbRAxA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3879127165752356, 48.83369256499798], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3879127165752356, 'lat': 48.83369256499798}"
TERRASSE OUVERTE,23 RUE SAINT DENIS,75001,FRESH NOODLES,,79787305600015,5.0,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgUjl-U3gqn1YwjbqjuNI_D6f5VxQbeuSZH6u0-LfW33sQXfWJZRaULI%3d&p=chMOZL_3S4Vd7FEjAQ0taKbW5UbrDqlKyjuZ7Yua_TlrM6jd7X9jtMjsCgk4LoAfUG_yBXXbomw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.347874560095302, 48.85957289537959], 'type': 'Point'}, 'properties': {}}","{'lon': 2.347874560095302, 'lat': 48.85957289537959}"
TERRASSE OUVERTE,2 RUE SORBIER,75020,L'ENTREPOT'S,,42868701600017,9.8,2.56,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXZ_KiXLZq8fzVkH9Ehs_fiYVlDLsJlDm4uiExcNpol90MuqVX0Dnc8%3d&p=chMOZL_3S4Vd7FEjAQ0taKwHbhdhcYsOW3-k-_-C8t8D6-1lXUZpZyEUN_lGGeAg4yUKbzetVX4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3895196193979693, 48.868505176676614], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3895196193979693, 'lat': 48.868505176676614}"
TERRASSE FERMÉE,71 RUE MANIN,75019,NAPOLEON III,,35399137500018,12.05,2.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgfSCjFuIOBGXkw-kNT7G2zzOWuGfKJZP3qvlefbMMuGwHebQ6tAmdHE%3d&p=chMOZL_3S4WzSj2VHhwG-3rkMsAmcXST4_MsNla9VOPMH76sfaiyD8mT5mSRXl51FZrvOgO3XlQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3815270289647943, 48.882212807968145], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3815270289647943, 'lat': 48.882212807968145}"
TERRASSE FERMÉE,1 PLACE HEBERT,75018,CAFÉ DE LA GARE,,43302769500017,11.1,2.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmge3IQBEFrHb_mC7c5KONvqSGx7zidY_hT_oo6GSit42mI4eXkrAqjjU%3d&p=chMOZL_3S4Vd7FEjAQ0taNrmiBuNtxRkewtMqJOHXrD-k9jC1gCiuHats03hXW3KKS-ezMIeU30%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.363638626135922, 48.892984274653095], 'type': 'Point'}, 'properties': {}}","{'lon': 2.363638626135922, 'lat': 48.892984274653095}"
