typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d
ETALAGE,41 RUE DES MARTYRS,75009,L'ESCALE MARINE,,79360182400014,4.9,2.25,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTlLF6fE5CvDIpxbEet60mX7jIq4tY_XQo0O2SpxmRdb&p=chMOZL_3S4USq6MyjhRwKgqVTrPM5FywVdF5xNGq7rN-0vq3vCP-N9zYZUEox9HrdGgMpMSmN_8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3401129552201274, 48.87989043895914], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3401129552201274, 'lat': 48.87989043895914}"
TERRASSE OUVERTE,11 RUE DES HALLES,75001,GRAND BAY CAFE,,75185650100018,3.5,1.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVoYlDdfiFDgqIaWoPWOS_dqbstrZ2zysXF0Gu52YFFXma_T2zpQhpk%3d&p=chMOZL_3S4U6_ClyaDcu1fx9zcCjWi4d2wBlOC5ByrHpUW74vaM81ylt02grEnZW9bqBZwcZoyo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3465680378908482, 48.85976957808614], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3465680378908482, 'lat': 48.85976957808614}"
TERRASSE OUVERTE,36 RUE DE DANTZIG,75015,WANG CIA,,79110436700028,1.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgUXeT2_8_yo82IV5X-JzFnb7-pNBKikQ8miQjeUbs-MvfLgGmsL0ob8%3d&p=chMOZL_3S4WuYK8yH1r1QtQwXwMYvXknpGoDEfE-gA1rA7lypTa_QTpP7DjGN_kOVfDsHjz24oE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2984010096103047, 48.833343184844175], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2984010096103047, 'lat': 48.833343184844175}"
TERRASSE FERMÉE,14 RUE SAINT VINCENT DE PAUL,75010,FREMAUDIERE,,32731833300025,6.25,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgU1__wdPPgmDVzyXPTID-5wI3um7FKHSi251KTZtWkXwujC9gehgIA0%3d&p=chMOZL_3S4VhpAHpAPoNMJS-K-lH_e7rgYt1av5EYc0CwbNp_pqtf8cljaWfnTcbD6W73IsH3to%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.35250128599831, 48.8807908963079], 'type': 'Point'}, 'properties': {}}","{'lon': 2.35250128599831, 'lat': 48.8807908963079}"
ETALAGE,26 AVENUE DE L OPERA,75002,CAFE SIRENE FRANCE,,44533010300513,3.4,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ2pxLK-76qIlfw9AJjyt7kkO5aNjv9czc1qDlO-cGjmrOtHgd7HBKs%3d&p=chMOZL_3S4UGFsyyUE04CnkypA7hmXBtXXvsGI6P88TRf1_9d_bTaTx-2upZiWRRjF6gPaEJViY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3339592567420286, 48.86736867058639], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3339592567420286, 'lat': 48.86736867058639}"
TERRASSE OUVERTE,46 RUE DES MORILLONS,75015,AUX CENTS KILOS,,50073867900017,0.95,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWiT-93SdZClVPVXrc3AbZRZQs9ke9R1NIzA1EgjegMvTyLcl6XBbW4%3d&p=chMOZL_3S4Vd7FEjAQ0taOBn3328gbX7_jOq_UvzXiJ5WjP0Vfz7d-0_SA_I2OpWc6oyi9eU7E8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.303024787913056, 48.83205423359684], 'type': 'Point'}, 'properties': {}}","{'lon': 2.303024787913056, 'lat': 48.83205423359684}"
TERRASSE OUVERTE,30 RUE PECLET,75015,BEL,,42437776000014,6.0,3.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgctvcpZ3x15D8wxd8RNSszP79xL30As5LcgJ4I374VdEkVI31J56OuY%3d&p=chMOZL_3S4UGFsyyUE04CsuV6pv7qmmr4MTrxWdz5pZMQ0T-sspuz8M9Bh23xoYZXij0qzeabhE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2998649244741745, 48.840916034483236], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2998649244741745, 'lat': 48.840916034483236}"
COMMERCE ACCESSOIRE,4 PLACE EDOUARD RENARD,75012,C'STERS,,51900229900013,2.0,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYtZxD9asQGrRW7eXNJhl5Tafww5FABuIoYvgaNXeBwmbhFKQQCps6A%3d&p=chMOZL_3S4U6_ClyaDcu1U-D_fyo4Ej3TESDjDvNn3BZ-bvoMmsbJVBAyg__X-uBwElPy_pNUJY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.407576302829168, 48.83475638123372], 'type': 'Point'}, 'properties': {}}","{'lon': 2.407576302829168, 'lat': 48.83475638123372}"
CONTRE-TERRASSE OUVERTE,7 PLACE DE LA SORBONNE,75008,PRET FRANCE SAS   PRET A MANGER,,53321400300253,7.98,3.34,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbeUne5UuPDlIYOiRR-Ch3uTcJKotTxxziGAmrZpXaHSoGLmY-QACk4%3d&p=chMOZL_3S4WKDQ2J-0IW87xTlbCj9GoxqJbeFPiqRwmPWfT8TEu5e4mApUMazF7fHkta0XT-CDg%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3419628290217918, 48.84864223389867], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3419628290217918, 'lat': 48.84864223389867}"
TERRASSE OUVERTE,197 RUE SAINT MAUR,75001,ZOA,,84929504300020,6.1,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSDlCOVUvYQTh-iRwfS1gLTIlzhlPws5XnBHWyyRHf-RwqufCG1EAaY%3d&p=chMOZL_3S4Vua2oR-tZbR_k_x5XRfXNuHfH445qqEij_SDIxzPm8V6uUeRvXEU8X5DlJo_d0kmc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.371801822225739, 48.87186213567215], 'type': 'Point'}, 'properties': {}}","{'lon': 2.371801822225739, 'lat': 48.87186213567215}"
TERRASSE OUVERTE,56 BOULEVARD SAINT MICHEL,75006,WOW TEA 06,,90793891400013,3.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgcIAe-sDuAk1P2j8avi1nk4bE6CjviVw3Ry73QEnawS7-toQOfVX1Ac%3d&p=chMOZL_3S4XGJQayF6V1YJTVHkxmUPBGw9Bq30byiwyad3YGERkCsDIhkVaA9H3ZmGrj5aIsK3E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3411368184990273, 48.84815692400769], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3411368184990273, 'lat': 48.84815692400769}"
TERRASSE OUVERTE,49 RUE DES ABBESSES,75018,LE CHINON,,42042902900010,2.0,0.95,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRthbJfPgnh6OXUIXqb6o_p3UTSv9iErhpPF52a1vXqJ0nBxraISOeU%3d&p=chMOZL_3S4WzSj2VHhwG-0ItrY82pl9Ue45E6zzF1HtJtcvoEkV-rl9Hwja49umXb42ux5fdnl4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3360191669442076, 48.88538433043619], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3360191669442076, 'lat': 48.88538433043619}"
ETALAGE,79 RUE RAMBUTEAU,75001,AMERICAN BODY ART,,44804607800011,3.0,4.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQA84NyIWp7vJiEvT0k9-MoOsK3o-eqdeU5uQSSoVMQ2&p=chMOZL_3S4WKDQ2J-0IW83-7wYwvVCPWXXduUbyWdSUrIPuAvCpNqe8kV_geYPjzCo1CPuiOPcA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3492323482184703, 48.86215557337942], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3492323482184703, 'lat': 48.86215557337942}"
ETALAGE,35 RUE DES MARTYRS,75009,LES FLEURS D'ALINE 2,,83458838600013,4.5,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgdeYSDoNfVkySssJ0ynzAcA4HlQ11KKNU5yb-QkCjz_D&p=chMOZL_3S4WuYK8yH1r1Qqt1aaJIIdWOCkpmW-wTjqEw1OmD1A7R2ALfsnqQwAZwmdyN_6iF7YE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.339785145799899, 48.87906149639275], 'type': 'Point'}, 'properties': {}}","{'lon': 2.339785145799899, 'lat': 48.87906149639275}"
TERRASSE OUVERTE,10 AVENUE VICTORIA,75004,CRETIN STEPHANE MARCEL LUCIEN,,44373249000026,8.44,2.3,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZ2pxLK-76qIGiFDntDDiGVOCiHcK_YujXxKeSHQNOzoeCUivG0ORV0%3d&p=chMOZL_3S4UGFsyyUE04CnExbadhd469NQgJZcksJRNtYAoZDkolK_WJ9xPoTv6wnE9amcXC40E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.349532263118318, 48.85736247923715], 'type': 'Point'}, 'properties': {}}","{'lon': 2.349532263118318, 'lat': 48.85736247923715}"
TERRASSE OUVERTE,61 AVENUE DE LA GRANDE ARMEE,75116,LE TOURING,,49835654200015,5.0,3.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXSn34anfyJ7mEQhC5OLNBRpJRoOOn1wmDl4iK1K2FHE6c95xUNHO3Y%3d&p=chMOZL_3S4WzSj2VHhwG-0MTnqzlRyZxYE8EIyZu39wqHM7HKQjG1KJLjZwC7aeGa4yF15TDuxY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.287348016488215, 48.87588752687712], 'type': 'Point'}, 'properties': {}}","{'lon': 2.287348016488215, 'lat': 48.87588752687712}"
TERRASSE FERMÉE,92 RUE DE MONCEAU,75008,FELICE,,51350302900029,8.35,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYswA6uKZDxK9if63qM3JoCnpS0W3LQLO0a8XzGgECQbAeiu_wdBcvo%3d&p=chMOZL_3S4Vd7FEjAQ0taLLAPC_qEOatwCR5ZQXTmrj5uk-jR9zzRxWyVdUsBkzJPxEO7CH4MF8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.317003900971513, 48.880618018682426], 'type': 'Point'}, 'properties': {}}","{'lon': 2.317003900971513, 'lat': 48.880618018682426}"
ETALAGE,31 AVENUE DE LA PORTE DE CHOISY,75013,MG DISTRIBUTION,,51842866900015,8.2,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGaSeIpRxfqcSR8AwH1mCmB5k0fh--87waYBJ0UxQq0eI%3d&p=chMOZL_3S4XGJQayF6V1YE-_WDs368-WB1C54WdZlVpuo1xjZNqjN4zZSimhtBAwnq-CynEzw7M%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3650563652796683, 48.819342764265755], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3650563652796683, 'lat': 48.819342764265755}"
TERRASSE OUVERTE,184 RUE ORDENER,75018,BERKIN,,83858914100012,4.2,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgSDlCOVUvYQTXoMl1n7BV8Ji5vDle-RanwW1ZtPUdR2fL16vT7EHwy8%3d&p=chMOZL_3S4Vua2oR-tZbR-C_zp1gUYtjxISronzuwzPCTiyyD82P7Hzx3JiWnXU52jBc2z4UoVA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3334251600318123, 48.894123223668444], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3334251600318123, 'lat': 48.894123223668444}"
TERRASSE OUVERTE,41 RUE DES ARCHIVES,75004,LE COMPTOIR DES ARCHIVES,,82464370400011,5.4,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTFS3zp6XwKh4yfnqT1mwWmkQi6DnmCAR2svo1jXmKIE3DsdIlyyUSw%3d&p=chMOZL_3S4WzSj2VHhwG-zB1ImEJDF9Mbg0Cz2oKmkGvGqDlFFf7w0sr8SZTSqgfywrc7HhmZyo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3566800936246555, 48.860013277416414], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3566800936246555, 'lat': 48.860013277416414}"
TERRASSE OUVERTE,6 AVENUE CORENTIN CARIOU,75019,CHEZ TOFE,,81378476600012,5.45,3.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf35MNHv4ai8bQTI1VC8vQfeN23p2_Oqi0AZUc5rPoyo9Oz85WfObDI%3d&p=chMOZL_3S4VhpAHpAPoNMEpFV6LF5s_q2Z-Ur2DmDDHR9TGY5whGmbayaPRubB9mgej7W79-wZU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.38272886241087, 48.89486869170093], 'type': 'Point'}, 'properties': {}}","{'lon': 2.38272886241087, 'lat': 48.89486869170093}"
TERRASSE OUVERTE,2 AVENUE CORENTIN CARIOU,75019,CHORFANE,,53354751900017,4.24,1.25,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1bAfp66gMdDSAxvBVlC9270UM3GSswHFaC2jgkq0ywV8%3d&p=chMOZL_3S4WKDQ2J-0IW8wx1qApImyID_hibF_9QS95yyRhOJ5tU30aLaThf-9l5APvy-LaNSEo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.382567747708492, 48.894714745171754], 'type': 'Point'}, 'properties': {}}","{'lon': 2.382567747708492, 'lat': 48.894714745171754}"
ETALAGE,6 RUE LAMARTINE,75009,AU LAC DE VAN,,45128213100015,5.1,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgR9QFm6DXe5oeJlupm7i7k3NyXQ-u72mADzv_idtFp9FGMUyQKFJOIM%3d&p=chMOZL_3S4WKDQ2J-0IW8zXKVR3eYAylG-zkOustHFJk4Z8gjEEAgQ6UfkWwbEQV9mOXxohjMLs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3436432798003906, 48.87658990743738], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3436432798003906, 'lat': 48.87658990743738}"
ETALAGE,14 RUE DAGUERRE,75014,THEVENIN PERE ET FILS,,51963254100024,2.67,3.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwmx8ga5waS2FN8vtC1ZnIGKHZbxt_YQtD_c_qo6slxtzc%3d&p=chMOZL_3S4WKDQ2J-0IW8-7GahnBbIpWyFi0vG4Y4Zj00sKfsbnFYkLuJiX8d0LaTo5PJQuJutY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.329982310665601, 48.83386466680856], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329982310665601, 'lat': 48.83386466680856}"
TERRASSE OUVERTE,2 IMPASSE DE LA GAITE,75014,LE TOURNESOL,,57211561600011,6.0,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXZ_KiXLZq8foy3-NiaHOs-sfKcJLtlCNEl4vhXYGZ5amuC2hunTx5U%3d&p=chMOZL_3S4Vd7FEjAQ0taLoPLy3q3-8J1jLHy5R71rHDwp6WwNGsMJMCNTXxKQWxB2f5JslUjJM%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3245575753574164, 48.84048716205007], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3245575753574164, 'lat': 48.84048716205007}"
PLANCHER MOBILE,28 RUE D ODESSA,75014,ODESSA,,38982169500019,6.5,1.71,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWTkiBY6Ew6OTBTSD5Yklm_6zLsBg7jp_HDsVhzPNod17JXuxtXL18g%3d&p=chMOZL_3S4U6_ClyaDcu1QS8CWdA8KwVTCEI8TS65wB6Gfj9UjriGcWVAYNuPNdNnfqi3GC3Q7A%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3246950839190914, 48.841527428771265], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3246950839190914, 'lat': 48.841527428771265}"
TERRASSE OUVERTE,28 RUE DE LA GAITE,75014,BRUTUS,,84041037700021,2.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWFm33XACttMfNp-2e6zx3oeobDEc_9sMZLGvuoMavo51xxB6z3gIP0%3d&p=chMOZL_3S4U6_ClyaDcu1VDsM4F9OLudfVXvYzm5339CVcWrL6IThbwJqD8gHzUngMFAdeWoYUE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3230763691977816, 48.839177348823064], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3230763691977816, 'lat': 48.839177348823064}"
TERRASSE OUVERTE,23 RUE D ODESSA,75014,CAFE DE LA PLACE,,38960983500019,3.8,4.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZt7Y0_unkQZ3_1b_PI6KOYqWCcTAQu_1dRksbi20vYW0e7BjRq7FMM%3d&p=chMOZL_3S4USq6MyjhRwKjnZ4mum-gpovHootFLB4leSSiODTEmaUbhC2N1DohlD2YcLvoh6qtE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.324875974081267, 48.84148415241797], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324875974081267, 'lat': 48.84148415241797}"
TERRASSE OUVERTE,23 RUE D ODESSA,75014,CAFE DE LA PLACE,,38960983500019,5.35,4.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZt7Y0_unkQZ3_1b_PI6KOYqWCcTAQu_1dRksbi20vYW0e7BjRq7FMM%3d&p=chMOZL_3S4USq6MyjhRwKjnZ4mum-gpovHootFLB4leSSiODTEmaUbhC2N1DohlD2YcLvoh6qtE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3249358901717123, 48.84149889839177], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3249358901717123, 'lat': 48.84149889839177}"
TERRASSE OUVERTE,56 RUE DES LOMBARDS,75001,CAFE ARENA,,48903764800016,6.81,4.33,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgY9pbpLW12FUN6bnYpGflTLl7LqY-cXMEzsY88Frs_EH0xs4N_pP8zE%3d&p=chMOZL_3S4WuYK8yH1r1QvGVbFR6LpfvXyfBqlQSV8PC_71fBrFkR_2bPE3oMxYBQ3TIWJzJuW8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3478778364798756, 48.859802252643014], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3478778364798756, 'lat': 48.859802252643014}"
ETALAGE,71 AVENUE KLEBER,75116,STATION KLEBER,,41206664900010,4.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRdJdmh8P4_LWcKM4XBe2umGaRBZWzprXHDmsuQptSqPBO_0Ixi8O7I%3d&p=chMOZL_3S4XCLyMR07QRAJHsI6Ks25Qk7ytS3g6G7StZWix8O9lO0jPmkDNXlz5nVRYsZYxgFzI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2893852957616874, 48.86561768521045], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2893852957616874, 'lat': 48.86561768521045}"
TERRASSE OUVERTE,71 AVENUE KLEBER,75116,AK RESTAURATION,,80337425500013,3.35,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVcK0QJUumzCVzEb6Tm_Mc7L9icldE6JtlrNqBqZdmnEF7Tp60P22oY%3d&p=chMOZL_3S4USq6MyjhRwKtUR_wK8iY5UbCKp7DIs4BAflZUHE_o1yooF3tg-N9NEQurQ3yucAOk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.289322019841273, 48.86553984487774], 'type': 'Point'}, 'properties': {}}","{'lon': 2.289322019841273, 'lat': 48.86553984487774}"
TERRASSE OUVERTE,11 RUE ANDRE LEFEBVRE,75015,EPIFANI,,80375460500019,8.5,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXYA2mumeW9gGB3rgklbX1Z7CnKw5Fd1JdUhTggIHGN4FI0CFxlVMOw%3d&p=chMOZL_3S4WzSj2VHhwG-428lDBZOizmxZD2qjQupcQC75IH9pIZk8e9_CTuyCfefwmpkFgzUgQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2779801039720238, 48.842752526927434], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2779801039720238, 'lat': 48.842752526927434}"
ETALAGE,42 RUE DU BAC,75007,GALERIE MAEGHT,,35382605000026,17.0,1.15,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgc3TOJqtWvJ65Nbg8Xruc5shNbQzpdA1y5dBpzOpbX_4jbornM5qw2U%3d&p=chMOZL_3S4WKDQ2J-0IW8yxWrO1wLR3AXxcxMed8SZGY_z8xsvrMhBW9StLqaAUKdcJ6Tp5X8gU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.326894115155969, 48.856740753603304], 'type': 'Point'}, 'properties': {}}","{'lon': 2.326894115155969, 'lat': 48.856740753603304}"
TERRASSE OUVERTE,107 RUE MANIN,75019,HUANG,,83759463900036,6.1,0.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXdpuPOyRQirxS5axYLH9CJaEuePh_V8WBszI5AkVCtH8OhIqwGYgiA%3d&p=chMOZL_3S4VhpAHpAPoNMHUc1h16m31eOnKARRaMzR_w1Vve4juhijF4j0ZD61ZoHv_Sn3ancuA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3880712200979097, 48.88331362662921], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3880712200979097, 'lat': 48.88331362662921}"
TERRASSE FERMEE,111 BOULEVARD DE GRENELLE,75015,,SAS SAS GEMARIN,54200898200028,9.27,1.0,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_59/594272111%20003.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.297821079179148, 48.84930946592934], 'type': 'Point'}, 'properties': {}}","{'lon': 2.297821079179148, 'lat': 48.84930946592934}"
ETALAGE,154 AVENUE DE WAGRAM,75017,,SARL HB17,75386771200014,3.0,1.9,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_66/669903154%20002.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.3046771170377722, 48.886719556349426], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3046771170377722, 'lat': 48.886719556349426}"
ETALAGE,83 RUE DU FAUBOURG SAINT-ANTOINE,75011,,SAS SORAFF,80488504400037,5.0,0.6,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_44/443540083%20004.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.374880336364087, 48.85169770188849], 'type': 'Point'}, 'properties': {}}","{'lon': 2.374880336364087, 'lat': 48.85169770188849}"
TERRASSE FERMEE,14 BOULEVARD DE BELLEVILLE,75020,,SARL KARAIBES ET ASSOCIES,52516345700019,8.8,3.0,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_77/770828014%20004.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.382860446152231, 48.86760853056466], 'type': 'Point'}, 'properties': {}}","{'lon': 2.382860446152231, 'lat': 48.86760853056466}"
ETALAGE,85 AVENUE DU MAINE,75014,,SARL SOSIGER,31638818000028,7.0,1.6,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_53/535850085%20002.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.322922095111288, 48.83809162776382], 'type': 'Point'}, 'properties': {}}","{'lon': 2.322922095111288, 'lat': 48.83809162776382}"
TERRASSE OUVERTE,7 ET 9 RUE DES CAPUCINES,75001,,SARL BAKUS,83447532900019,9.6,0.8,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_04/041517007%20003.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.3296361335286724, 48.868670799539174], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3296361335286724, 'lat': 48.868670799539174}"
ETALAGE,2 RUE DE CHATEAUDUN,75009,,SAS FRANPRIX HOLDING,95520062100121,1.0,0.9,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_35/351912002%20007.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.3428196328007798, 48.87579460327291], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3428196328007798, 'lat': 48.87579460327291}"
ETALAGE,2 RUE DES BLANCS MANTEAUX,75004,,SAS ERES,58211417900119,0.9,0.7,Toute l'année,https://capgeo.sig.paris.fr/PdfEtImages/Affichettes/Q_14/141023002%20001.pdf,"{'type': 'Feature', 'geometry': {'coordinates': [2.3581380427042293, 48.858476837589826], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3581380427042293, 'lat': 48.858476837589826}"
