typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d,latitude,longitude
TERRASSES OUVERTES SUR TROTTOIR,5 RUE DES HALLES,75001,SNACK HALLES,,89974000000000.0,4.42,2.25,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.347079224906432, 48.859197335976276], 'type': 'Point'}, 'properties': {}}","{'lon': 2.347079224906432, 'lat': 48.859197335976276}",48.859197335976276,2.347079224906432
TERRASSES OUVERTES SUR TROTTOIR,62 RUE DE LA FOLIE REGNAULT,75011,LE CÉLESTE,,91762600000000.0,3.0,0.6,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3863054270928776, 48.86048246280661], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3863054270928776, 'lat': 48.86048246280661}",48.86048246280661,2.3863054270928776
TERRASSES OUVERTES SUR TROTTOIR,307 RUE DU FAUBOURG SAINT ANTOINE,75011,EXTRA OLD CAFE,,43122300000000.0,4.3,1.2,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3928288856905526, 48.84898480096929], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3928288856905526, 'lat': 48.84898480096929}",48.84898480096929,2.3928288856905526
TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,123 BOULEVARD DE L'HOPITAL,75013,LE PECHE MIGNON,,93173300000000.0,2.85,1.47,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmga9oKvD46f54mTPZOSwgI_QJf2eXe4yMwnZ7hFbnusd6eZYSYhdLzxo%3d&p=chMOZL_3S4Ug2r2jgAYGLPVl1RbXU_id-oDYM2awjVd_z6JA7NdX5_jnMjFzpnVr0tth7zQF1KY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3587694472309693, 48.83553259806459], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3587694472309693, 'lat': 48.83553259806459}",48.83553259806459,2.3587694472309693
TERRASSES OUVERTES SUR TROTTOIR,88 RUE BAUDRICOURT,75013,UNCLE KANG,,93022500000000.0,7.0,1.66,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3620435120420145, 48.82417059579939], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3620435120420145, 'lat': 48.82417059579939}",48.82417059579939,2.3620435120420145
TERRASSE ESTIVALE SUR TROTTOIR DÉSAXÉE PAR RAPPORT À LA DEVANTURE,125 RUE LAURISTON,75116,BISTROT PAUL CHENE,,82764600000000.0,9.5,1.83,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgfSCjFuIOBGX6Aqd_UV3voqDa4x7DHvcgRPssZXIPaidnP1p1v8f0Eg%3d&p=chMOZL_3S4WzSj2VHhwG-wj5GdIu_SZMTn8sxqwXKu6wPLpwIsxlIY53F6PCi2lUgk7vEMLi8HA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2857196959382686, 48.865669168008395], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2857196959382686, 'lat': 48.865669168008395}",48.865669168008395,2.2857196959382686
PARALLÈLE SUR FAÇADE,2 PLACE SAINT-FARGEAU,75020,CAISSE D'EPARGNE ET DE PREVOYANCE ILE-DE-FRANCE,,38290100000000.0,4.0,0.38,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.40378900064883, 48.87158999875248], 'type': 'Point'}, 'properties': {}}","{'lon': 2.40378900064883, 'lat': 48.87158999875248}",48.87158999875248,2.40378900064883
TERRASSES OUVERTES SUR TROTTOIR,32 BOULEVARD DE MÉNILMONTANT,75020,LES MAUVAISES HABITUDES,,81887400000000.0,6.1,2.8,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3878939914402744, 48.86287280123267], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3878939914402744, 'lat': 48.86287280123267}",48.86287280123267,2.3878939914402744
CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,82 RUE CHAMPIONNET,75018,PLIAGE,,84167800000000.0,8.0,1.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgVHUAfzz0eYb1eC-G32CEhcUNY1y6JlKmm6zt3OBucejZ-1Y0Tm9qCQ%3d&p=chMOZL_3S4WBRSVjzjYbuYdsH0y4UqxyuAsquXAHFlq8RtUhpII76L33kMNlWW19KYd7TNX3zI8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.343736639597437, 48.89584027015615], 'type': 'Point'}, 'properties': {}}","{'lon': 2.343736639597437, 'lat': 48.89584027015615}",48.89584027015615,2.343736639597437
TERRASSES OUVERTES SUR TROTTOIR,248 RUE SAINT-DENIS,75002,CROUTON SD,,93942600000000.0,3.0,1.6,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.352417746795438, 48.86917371235344], 'type': 'Point'}, 'properties': {}}","{'lon': 2.352417746795438, 'lat': 48.86917371235344}",48.86917371235344,2.352417746795438
TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,33 RUE DES PYRENEES,75020,TROPICAL POKÉ,,93117200000000.0,2.0,1.5,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.406288600471361, 48.84992549889864], 'type': 'Point'}, 'properties': {}}","{'lon': 2.406288600471361, 'lat': 48.84992549889864}",48.84992549889864,2.406288600471361
ÉTALAGE SUR TROTTOIR,34B RUE DE DUNKERQUE,75010,LIBRAIRIE NORDEST,,40822300000000.0,0.55,0.55,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.350682669854903, 48.880959341796355], 'type': 'Point'}, 'properties': {}}","{'lon': 2.350682669854903, 'lat': 48.880959341796355}",48.880959341796355,2.350682669854903
TERRASSE ESTIVALE SUR TROTTOIR DÉSAXÉE PAR RAPPORT À LA DEVANTURE,7 RUE RENE BOULANGER,75010,ATA,,93845000000000.0,3.0,1.2,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.357895138832588, 48.869146539176526], 'type': 'Point'}, 'properties': {}}","{'lon': 2.357895138832588, 'lat': 48.869146539176526}",48.869146539176526,2.357895138832588
TERRASSES OUVERTES SUR TROTTOIR,114 AVENUE VICTOR HUGO,75116,MICHALAK,,81116600000000.0,2.05,1.2,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.2819803548347575, 48.86835750999775], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2819803548347575, 'lat': 48.86835750999775}",48.86835750999775,2.2819803548347575
