typologie,adresse,arrondissement,nom_enseigne,nom_societe,siret,longueur,largeur,periode_installation,lien_affichette,geo_shape,geo_point_2d,latitude,longitude
ETALAGE,196 RUE DES PYRENEES,75020,SARL CHAJA,,50270600000000.0,1.4,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYXBZ7w7lF3aDrc5lek5OaFjWzzPhkzoZqTHgAibXF0X5AAhX5nTfIY%3d&p=chMOZL_3S4UGFsyyUE04CifVORLzrkivBqRyel5RDAkBgeB_ISIsUxZXLmEu5gkdyhuT3P8zk0E%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3994086088532205, 48.863898571816776], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3994086088532205, 'lat': 48.863898571816776}",48.863898571816776,2.3994086088532205
ETALAGE,13 RUE DES AMANDIERS,75020,SFM ALIMENTATION,,50360200000000.0,7.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeWxw8N7RrMXB0TyrIAQ0seJyNhRiq7UbFyWYimDykqUTnw3xhajA24%3d&p=chMOZL_3S4VhpAHpAPoNMJ_j6Gz5dX6Kn72Hyi-hHpGU5FJWZPbSI0nsA_Q-iBMixQIesvEmm_g%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3884142455806585, 48.863424740783614], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3884142455806585, 'lat': 48.863424740783614}",48.863424740783614,2.3884142455806585
ETALAGE,69 RUE MONGE,75005,INDE-SENS,,50422300000000.0,6.75,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeWxw8N7RrMXBb4MuI3yzHYeLeh9wyFc_Elz9eLwlIrd1ujss9XcvKI%3d&p=chMOZL_3S4VhpAHpAPoNMGyNzoZZYiM5aZUz9Phq0rjX5AovraUToZWquAdvZv2yMJUFgGTICsI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3524481928086383, 48.843909963744814], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3524481928086383, 'lat': 48.843909963744814}",48.843909963744814,2.3524481928086383
ETALAGE,234 RUE DES PYRENEES,75020,SS ITEFAQ,,50465000000000.0,4.2,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYXBZ7w7lF3aqWn4kmnDAo6UoEplLdTUHB2-TNKrwKf796JEwSbQfM8%3d&p=chMOZL_3S4UGFsyyUE04CsMIBKK0ZqBRGam5a0sHW-yovNDAoYTCqO4HGVnHkFlUz5aaiKiySAk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3967525631940716, 48.86729254146322], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3967525631940716, 'lat': 48.86729254146322}",48.86729254146322,2.3967525631940716
CONTRE-TERRASSE OUVERTE,12 RUE BRISEMICHE,75004,LES FONTAINES,,53986100000000.0,1.6,3.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf9QhTV8WnY5guVqEhtRVRN_VaH3kRmmONmuk-tkSQC-JJo12J_08HU%3d&p=chMOZL_3S4Vd7FEjAQ0taD8tMV8kQmNWPp8ilWuXLaw_EA0x3gxkzFgguMgAeqWgiih6jzakroU%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3517679127300335, 48.85954444404226], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3517679127300335, 'lat': 48.85954444404226}",48.85954444404226,2.3517679127300335
TERRASSE OUVERTE,11 BOULEVARD DES FILLES DU CALVAIRE,75003,H.P.J. M.ALZAI,,50863100000000.0,9.0,4.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZt7Y0_unkQZaklVh5MREHwJijORGij_l2weDyLmn2Oi-xhpSes_2KY%3d&p=chMOZL_3S4USq6MyjhRwKnfDNF3rFpfZ52lZYMipOrchMyd7PtFloKjJeFoX27IwRRWX5QNfU8o%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3667100073304037, 48.862280558399085], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3667100073304037, 'lat': 48.862280558399085}",48.862280558399085,2.3667100073304037
ETALAGE,26 AVENUE DE LA GRANDE ARMEE,75017,SCOOT COMPANY 17,,50872800000000.0,8.0,2.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZt7Y0_unkQZdQRTKQTPazBpix9Fl29eqNy9syeCl6GQJe19o-VdapE%3d&p=chMOZL_3S4USq6MyjhRwKpSHxUNrB7otDEt7i3r2lpJ3C6sRz1um5-BvMSrlJY0QYUOXTIOTPvs%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2901463023095627, 48.87567417257128], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2901463023095627, 'lat': 48.87567417257128}",48.87567417257128,2.2901463023095627
TERRASSE OUVERTE,3 BOULEVARD DE SEBASTOPOL,75001,SUNLIMITED,,51017200000000.0,6.0,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgZt7Y0_unkQZYKMQAd7MdWEAeX3M-PAJ6jNkJladyQDLxNufrO9w6u0%3d&p=chMOZL_3S4USq6MyjhRwKjvuLkZSazbwM_QH_g6AUk77Wx6Y2Gv4rAyRQ849zjTOsxP7c_OP7ng%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3478700521668583, 48.85825215239688], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3478700521668583, 'lat': 48.85825215239688}",48.85825215239688,2.3478700521668583
ETALAGE,5 QUAI DE MONTEBELLO,75005,I LOVE SOUVENIRS,,51026700000000.0,5.0,1.75,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgYziap5gctEjF3PlNGsm-xjVyL0Ak4Mlnpb7lxuGZRI4n7MeFh2K_2I%3d&p=chMOZL_3S4UGFsyyUE04CnxMZEcHZauA5mBm3LAQgh2ngoyOYN4XCnDjK0geFN1T0YZENJRyQfc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.349877180353106, 48.85152731800511], 'type': 'Point'}, 'properties': {}}","{'lon': 2.349877180353106, 'lat': 48.85152731800511}",48.85152731800511,2.349877180353106
TERRASSE FERMÉE,4 RUE ORDENER,75018,SOLYNA,,51075400000000.0,6.52,1.14,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeWxw8N7RrMX6razUnn1kwuykhYKQ6HBsFekZgwGlUW7Z7tunACiq60%3d&p=chMOZL_3S4VhpAHpAPoNMCHSNXyibG6X6s9AH9rjtjUK6-LFdr84cjjk2PhyIkpgEEKHo2WE4KA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.359220783130752, 48.89037604433789], 'type': 'Point'}, 'properties': {}}","{'lon': 2.359220783130752, 'lat': 48.89037604433789}",48.89037604433789,2.359220783130752
ETALAGE,30 RUE SAINT AMBROISE,75011,TOOLBOX RECORDS,,51122000000000.0,1.5,0.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgR9QFm6DXe5oKsUJC5OR_MNc7ee9koc-FCmLWASHRjnOXAdMoSHqS_Y%3d&p=chMOZL_3S4WKDQ2J-0IW88KjPKC2HBqrQR4szJqPKfvOznjg_uHfeoW217PmPpeM4equIvm2M70%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.379046904008509, 48.862873237622985], 'type': 'Point'}, 'properties': {}}","{'lon': 2.379046904008509, 'lat': 48.862873237622985}",48.862873237622985,2.379046904008509
ETALAGE,24 BOULEVARD RASPAIL,75007,ROSA LUNA,,51327200000000.0,3.21,1.25,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGx6vItD1ht25AASauF9ZaOQkehM4HgV826iLR7D6rvu8%3d&p=chMOZL_3S4XGJQayF6V1YJkIY0HFhU8qIkVOuooOyj70IRjWE4cBhdTI0bn3IyT4VnL3IV1qJSI%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.326019463660567, 48.85364656557224], 'type': 'Point'}, 'properties': {}}","{'lon': 2.326019463660567, 'lat': 48.85364656557224}",48.85364656557224,2.326019463660567
TERRASSE OUVERTE,39 BOULEVARD DE LA VILLETTE,75010,AU CAFE 39,,51417600000000.0,10.0,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwm4ivv0WlnUidxNu8skDhprL3nw6A4kenCkj4x3TFPsQ8%3d&p=chMOZL_3S4WKDQ2J-0IW8xnFuJicPntgP203CbIe54M7wmWskJNFcRtHOHh3bjcXQa06gVTsF14%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3737156194605338, 48.874679447698696], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3737156194605338, 'lat': 48.874679447698696}",48.874679447698696,2.3737156194605338
TERRASSE OUVERTE,40 BOULEVARD MALESHERBES,75001,CAP 69,,51530000000000.0,7.0,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwmQxB1KGLdkNDTSXp0uB6ZolA5inpZ2WVvSmvQfIN_B_M%3d&p=chMOZL_3S4WKDQ2J-0IW8weifmFjxKiiRButcArPhDf4agu4ijLAZpxbtsbKy2uUxURExD6slrw%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3206747311407097, 48.874085443342835], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3206747311407097, 'lat': 48.874085443342835}",48.874085443342835,2.3206747311407097
TERRASSE OUVERTE,243 RUE DU FG SAINT MARTIN,75010,SARL EMMA DJOUH,,51817300000000.0,7.65,1.7,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpw2ouWNtuAdZvxFE8_BIYbomjjIpAJbrMdVWlPa3BsnBQ%3d&p=chMOZL_3S4USq6MyjhRwKok6dmGHTl7k9fMmUvDI83AxPkeo9FOIFbPVrHrS3nARmKd2oBh1cLc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3668958390827157, 48.882674183205175], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3668958390827157, 'lat': 48.882674183205175}",48.882674183205175,2.3668958390827157
CONTRE-ÉTALAGE,19 AVENUE DE VILLARS,75007,I FLORE,,51829000000000.0,9.0,2.25,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwGWgkAc_SX3V4pvwesYqaVnUI9ZP358a_5Z-HunVsdWs%3d&p=chMOZL_3S4USq6MyjhRwKjdgZqGKBvoWvA-vPkN6DyVD9u7UKCrxISumLVCwKRS9OBjlRp13CRE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.313982030238688, 48.85188436593245], 'type': 'Point'}, 'properties': {}}","{'lon': 2.313982030238688, 'lat': 48.85188436593245}",48.85188436593245,2.313982030238688
ETALAGE,19 AVENUE DE VILLARS,75007,I FLORE,,51829000000000.0,14.0,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwGWgkAc_SX3V4pvwesYqaVnUI9ZP358a_5Z-HunVsdWs%3d&p=chMOZL_3S4USq6MyjhRwKjdgZqGKBvoWvA-vPkN6DyVD9u7UKCrxISumLVCwKRS9OBjlRp13CRE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3140728864206395, 48.851895640456085], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3140728864206395, 'lat': 48.851895640456085}",48.851895640456085,2.3140728864206395
ETALAGE,238 RUE DE LA CONVENTION,75015,SARL LAURENT DUCHENE,,51917400000000.0,2.0,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRhhr67znHwmqalfRMUoXBGz3qeAb-pbztERWQV3gRtv&p=chMOZL_3S4WKDQ2J-0IW8825Ih_1Mwrm9Y2axG6Z4p_CTIFfBPQwZl-8UGVqKrs5L8xG3S32MI8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3005124209479857, 48.83596098562913], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3005124209479857, 'lat': 48.83596098562913}",48.83596098562913,2.3005124209479857
ETALAGE,95 AVENUE DU GENERAL LECLERC,75014,CARREFOUR DRIVE,,51951500000000.0,3.5,1.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwt0jUpqdviTqxYEPZYTbrSAXgOEMTdLCXeOsnqv7Mwos%3d&p=chMOZL_3S4USq6MyjhRwKrO5ajI-6Cdvi9vLNgpR7E6TiSzf7SzNYcXW7iEAmEYWDvwq-uPI_M0%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3266936093537187, 48.82633593041477], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3266936093537187, 'lat': 48.82633593041477}",48.82633593041477,2.3266936093537187
TERRASSE OUVERTE,33 RUE DE L OUEST,75014,LA MEDITERRANEE A PARIS,,51981000000000.0,2.5,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwO39qayOo8nrTwvT3rq5kYPqUhI4p_TbuESzMauIaJ7s%3d&p=chMOZL_3S4USq6MyjhRwKl5bmsOwm3v9Y2yWAsul4iUmpL8BjLJo76CSVlkkNySQy4SohTSNhFA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.32042341698771, 48.836561270959805], 'type': 'Point'}, 'properties': {}}","{'lon': 2.32042341698771, 'lat': 48.836561270959805}",48.836561270959805,2.32042341698771
COMMERCE ACCESSOIRE,63 RUE DE LA POMPE,75116,SARRANS,,52309500000000.0,1.7,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57uo8eKehyfLj1tuwPZHBVwpth9nP09gAQ36ppQPG7Qf-E%3d&p=chMOZL_3S4WKDQ2J-0IW896EmgqGiwuitpbqXVWY1RJ8RBgkvybasoZhsx3aMQZYz_YSynVm0_U%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2763119478197034, 48.86292812703091], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2763119478197034, 'lat': 48.86292812703091}",48.86292812703091,2.2763119478197034
ETALAGE,114 RUE DE CHARONNE,75011,CONSTANTINA BIANCA,,52357200000000.0,0.6,1.2,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgWUUi7VukJpwAnnP9M7LHEXwwyjf_8L2ms0rJLilLzMGsTK69ds8T1k%3d&p=chMOZL_3S4USq6MyjhRwKhSRWF7lnwIWfJM72Vyf60iyaLUzDUNkB1OJ4_Vloa9BY5yRonO_5AE%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.385986700796339, 48.854790992387876], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385986700796339, 'lat': 48.854790992387876}",48.854790992387876,2.385986700796339
TERRASSE FERMÉE,61 RUE PASCAL,75013,ISHIN SUSHI,,52377100000000.0,7.5,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgTuLaT0X-mCGt2jmR7OPczKIiDHZlH_eg3Xih23Bshi18Yu0ihPSbQI%3d&p=chMOZL_3S4XGJQayF6V1YO0oJ33-NkInw00PxDuGnAda4bK14bpOaZuMNVg36SsVuPWv_dohI34%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3480238703615197, 48.834846967859484], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3480238703615197, 'lat': 48.834846967859484}",48.834846967859484,2.3480238703615197
TERRASSE OUVERTE,4 RUE MONTMARTRE,75001,GOFAB,,52467200000000.0,10.25,1.12,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgQv3xb42jQlFi9Xuu_HMfUdW677ph5gDW4O7jiQ7xmpJCJfKltAhwfk%3d&p=chMOZL_3S4XGJQayF6V1YMDi3YUtvKGngegIniX-SBL4p62G4t8zdmCG_gwOuYsWy4sQmbiaVqA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.346056430479008, 48.86334440850082], 'type': 'Point'}, 'properties': {}}","{'lon': 2.346056430479008, 'lat': 48.86334440850082}",48.86334440850082,2.346056430479008
PLANCHER MOBILE,58 AVENUE DE WAGRAM,75017,POCH WAGRAM,,52480500000000.0,11.6,2.25,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeEHo2PdA57ulE2MKJ-Jzt06nc5eN5T8i-GXKTA5wa51xBKSh7_o1VE%3d&p=chMOZL_3S4WKDQ2J-0IW83I72ctxlGCqZe0zHq2NOp1fbmUF06Bb5uQMz0tZuNJrJiai7OaXli4%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2992519503375144, 48.8792864051258], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2992519503375144, 'lat': 48.8792864051258}",48.8792864051258,2.2992519503375144
TERRASSE OUVERTE,42 BOULEVARD HENRI IV,75004,BAO XIAOWEI,,52883100000000.0,4.8,2.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXx9yNWOJMxDPyGlyuvGt5beUzqMDuGwJ-twyv-6ExVMh_Hi2Ss_9IU%3d&p=chMOZL_3S4WuYK8yH1r1QuRcHHh_UDE1mpv-buNPjJD-8RLMNMqo98nNFP-TyrlKvhRKI_cCG_k%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3669786098637142, 48.8523765094911], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3669786098637142, 'lat': 48.8523765094911}",48.8523765094911,2.3669786098637142
ETALAGE,40 RUE DES ABBESSES,75018,JIMMY FAIRLY,,53042200000000.0,5.0,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf35MNHv4ai8l2Vsq5pbRajobxjiCY2vJdI5gtRBuKKlGblDA4YoWGQ%3d&p=chMOZL_3S4VhpAHpAPoNMBEezAh0lTdvCrDsyXK2_SSt90uUyDztOMBgP9sKGXqwYwDnYbioSoo%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.336517021184324, 48.885334820390526], 'type': 'Point'}, 'properties': {}}","{'lon': 2.336517021184324, 'lat': 48.885334820390526}",48.885334820390526,2.336517021184324
ETALAGE,10 RUE FAIDHERBE,75002,A.D.S.N,,53107100000000.0,1.95,1.02,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1pocRRTFpnq_MbuxRGQ55K8rwvIw6eviJAE2kZoloiy4%3d&p=chMOZL_3S4WKDQ2J-0IW88LAgeaHvm_8hb5Pn_fBorXsknhsU_EjK6Bd6L5KRkA16BdQ8CrD9pQ%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.384479380957773, 48.85091829965922], 'type': 'Point'}, 'properties': {}}","{'lon': 2.384479380957773, 'lat': 48.85091829965922}",48.85091829965922,2.384479380957773
TERRASSE OUVERTE,25 BOULEVARD SAINT GERMAIN,75005,APPELLATION VINS FINS,,53168200000000.0,9.4,2.5,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgR9QFm6DXe5o9Wj4Vg8YB0BwbX6NcEs3HRtnH4lOm15s1F2Lx9UfgCk%3d&p=chMOZL_3S4WKDQ2J-0IW89cRCH_ZXAnc6DGyc1HWTAD_M0ybleZYiwr0ZGJBwShNIRkgUrpzCww%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3525772561397678, 48.849388790334345], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3525772561397678, 'lat': 48.849388790334345}",48.849388790334345,2.3525772561397678
TERRASSE OUVERTE,48 AVENUE EMILE ZOLA,75015,MONA & CO,,53202700000000.0,9.11,1.1,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX17jYBTqxnEaROX2RfxMqYFvAFrMduIYd-caLujLIVL4Q%3d&p=chMOZL_3S4WKDQ2J-0IW88u0C8_Rib2i6ddOvIFpJ-5pS8KnRjzYwdgWEomiu0861SN83NdStD8%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.2828180200196653, 48.84630372802048], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2828180200196653, 'lat': 48.84630372802048}",48.84630372802048,2.2828180200196653
TERRASSE OUVERTE,106 RUE SAUSSURE,75017,FLEURS DE MAI,,53249000000000.0,4.2,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgeWxw8N7RrMXEM8uvPvvsW8tRAssDOaVP2m7nO02G1WR-o8WPpt0FXs%3d&p=chMOZL_3S4VhpAHpAPoNMP-paOLI2tDXO3KwUg8KhbvS1ZrlsbzQK563Ar7oM2KZ-yk3AoVvjMA%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3118923404204357, 48.887453596880526], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3118923404204357, 'lat': 48.887453596880526}",48.887453596880526,2.3118923404204357
TERRASSE OUVERTE,39 RUE DE LISBONNE,75008,LISBONNE,,53255700000000.0,3.0,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgR9QFm6DXe5oiA-1SBwhpnK_gAV4DLV_zSmh1gjVoTqY7euZS0GTugM%3d&p=chMOZL_3S4WKDQ2J-0IW8x3GbiJTe4PpHsDfk8WOS4q2y3D_VkCI0V_SRz69JVZQncmTWL9K2Fc%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3097103453121637, 48.87742717530267], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3097103453121637, 'lat': 48.87742717530267}",48.87742717530267,2.3097103453121637
TERRASSE FERMÉE,17 BOULEVARD MONTMARTRE,75002,SARL SNL FOOD,,53351600000000.0,4.6,2.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgzTENuYNEhEU2HNQkdH4ORlWJLGZ9MrRJzVz_rKybdFvU%3d&p=chMOZL_3S4XCLyMR07QRAKI-he-gzvfIEbG2Tv4DLEF7W6O0XTJbv9QEAfgT9GQlHTYgBHLphmk%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.3410815417172883, 48.87166410618861], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3410815417172883, 'lat': 48.87166410618861}",48.87166410618861,2.3410815417172883
ETALAGE,2 RUE REMY DUMONCEL,75014,IMMO XIV,,53360900000000.0,1.0,0.4,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgbgDNTwEKPX1kB53CN2qfoTCp0bks5wcXZwSY9m1hqYOBoJUeYVsk0U%3d&p=chMOZL_3S4WKDQ2J-0IW82wKCPe48VehRsEDmjbIKGSMqkzHFYryezAu0yuttczDaU5j2m00jJY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.333585475009398, 48.82982695857834], 'type': 'Point'}, 'properties': {}}","{'lon': 2.333585475009398, 'lat': 48.82982695857834}",48.82982695857834,2.333585475009398
TERRASSE OUVERTE,68 RUE DUHESME,75018,DELICE WANG,,53367900000000.0,3.2,0.6,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgXajj4r8QNgzymFwIUAaKroZJVkKyIy3-YPt8T0eimJZDR2KCa6f0E0%3d&p=chMOZL_3S4XCLyMR07QRAHvZqIlEdnaKIMNDn-KDn8XaOxSicTbqQqdBRLsmoApXMw8LlQ3WQko%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.343063238993534, 48.89353862768716], 'type': 'Point'}, 'properties': {}}","{'lon': 2.343063238993534, 'lat': 48.89353862768716}",48.89353862768716,2.343063238993534
TERRASSE OUVERTE,69 BOULEVARD DE STRASBOURG,75010,L'ETOILE D'AFRIQUE,,53740900000000.0,0.6,1.0,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRecxWN7p9E4vH8fxaaDXyh0vO6hljviP25Xho_CviqwIEKv2Vv_BH4%3d&p=chMOZL_3S4USq6MyjhRwKmcYWYen5kxTO9QpNC8Xq0EretFlv452Tjg8gt-mRSRknjyoI9CMrso%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.356602298566204, 48.87389905224785], 'type': 'Point'}, 'properties': {}}","{'lon': 2.356602298566204, 'lat': 48.87389905224785}",48.87389905224785,2.356602298566204
TERRASSE OUVERTE,51 QUAI DES GRANDS AUGUSTINS,75116,LAPEROUSE PARIS,,53744500000000.0,11.35,0.8,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgRecxWN7p9E4vLwu01VRN4JEjPHHKwjfyyUTNBRAnL1wxlL_TNNAPyM%3d&p=chMOZL_3S4USq6MyjhRwKtFQq2O8S8ppM75lsX79nyD-fvC35NbzwdvcdDeRxB_ly01GJ4Gj81c%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.341588192783891, 48.85514218735616], 'type': 'Point'}, 'properties': {}}","{'lon': 2.341588192783891, 'lat': 48.85514218735616}",48.85514218735616,2.341588192783891
ETALAGE,32 RUE DES ABBESSES,75018,AU VERGER DES ABBESSES,,53982100000000.0,4.2,0.9,,https://eudonet-terrasses.apps.paris.fr/xrm/at?tok=D6B73972&cs=yUZEpjDcLmM4cArTiYVmgf35MNHv4ai8qQAX-Q5B4UaiSkE2ydH7I3_2R5h2E2luOwrQGDz2TYI%3d&p=chMOZL_3S4VhpAHpAPoNMMJxGgkaOm6flhm0sWz5aWmOp0rmN7Lyku_c_CykWt9n59Y4UAuy3tY%3d&mdinline=attch,"{'type': 'Feature', 'geometry': {'coordinates': [2.337067647970186, 48.885109185346394], 'type': 'Point'}, 'properties': {}}","{'lon': 2.337067647970186, 'lat': 48.885109185346394}",48.885109185346394,2.337067647970186
